Game,TimeMs,Moves,Nodes,Visit,MaxDepth,BTrack,Uber,Fnd=>Tabl,Mega,Split,Abut,Neut,Order,InsertUnder,BurFndRdy,FCSeq,ColClr,MaxLkAhd,GenPurpose,Extender,Stat
560,2.4609,112,397,112,112,0,0,0,0,2,2,2,3,5,4,2,0,4,0,11,OK
561,22.9734,156,2076,1703,156,1547,0,10,0,2,52,3,2,0,2,2,0,2,0,12,OK
562,2.8923,129,430,149,129,20,0,4,0,1,6,5,3,0,3,1,0,2,0,2,OK
563,3.0188,124,325,149,124,25,0,2,0,5,4,2,2,0,2,1,0,6,0,0,OK
564,3.9437,155,565,155,155,0,0,6,0,3,0,1,0,0,8,0,0,2,0,36,OK
565,29.9518,187,2014,1643,200,1456,0,21,0,19,45,3,3,3,10,207,0,4,0,52,OK
566,4.6788,148,531,156,148,8,0,6,0,8,24,2,0,4,6,0,0,6,0,2,OK
567,7.9247,154,857,541,154,387,0,5,0,1,4,1,0,1,5,21,0,4,0,3,OK
568,1.9332,117,385,117,117,0,0,0,0,8,6,1,0,2,1,0,0,4,0,2,OK
569,2.9585,91,347,91,91,0,0,0,0,1,0,0,0,0,10,0,0,2,0,18,OK
570,5.1003,182,683,190,182,8,0,6,0,2,20,3,2,1,1,0,0,4,0,1,OK
571,2.4492,130,399,130,130,0,0,0,0,7,10,2,3,2,4,5,0,6,0,3,OK
572,2.7338,114,418,114,114,0,0,0,0,1,2,4,2,4,8,0,0,4,0,72,OK
573,4.3462,138,560,145,138,7,0,4,0,0,5,1,0,0,8,0,0,2,0,3,OK
574,9.9859,155,1035,547,155,392,0,0,0,4,28,5,2,7,8,10,0,10,0,9,OK
575,5.6163,166,682,288,166,122,0,0,1,5,22,2,3,0,5,9,0,7,0,1,OK
576,3.5542,109,528,143,109,34,0,2,0,2,3,0,3,5,6,8,0,6,0,4,OK
577,2.9118,145,481,146,145,1,0,0,0,3,24,0,1,5,7,4,0,10,0,0,OK
578,3.1206,107,390,107,107,0,0,0,0,2,7,2,2,0,6,1,0,2,0,35,OK
579,9.8054,161,965,672,161,511,0,9,0,6,13,5,1,0,1,41,0,2,0,11,OK
580,3.6687,112,410,118,112,6,0,0,0,3,1,1,1,0,16,0,0,2,0,14,OK
581,15.7394,136,1251,906,136,770,0,10,0,1,19,2,1,1,1,0,0,2,0,56,OK
582,2.6572,113,390,113,113,0,0,0,0,6,10,4,3,0,9,2,0,3,0,8,OK
583,6.0795,175,860,197,175,22,0,2,0,0,5,0,1,0,2,3,0,2,0,16,OK
584,6.7744,128,630,396,128,268,0,8,0,1,11,0,0,0,3,0,0,2,0,1,OK
585,5.0738,133,606,363,133,230,0,10,0,5,3,4,1,0,1,0,0,2,0,12,OK
586,3.0829,98,351,98,98,0,0,0,0,1,0,1,0,1,18,1,0,2,0,14,OK
587,3.4813,115,534,115,115,0,0,0,0,12,5,1,5,0,16,14,0,5,0,1,OK
588,2.5558,108,369,108,108,0,0,0,0,1,7,1,3,0,15,1,0,3,0,12,OK
589,2.8731,132,428,132,132,0,0,0,0,5,12,3,4,0,1,0,0,2,0,0,OK
590,7.956,122,752,472,122,350,0,0,0,5,14,1,1,0,14,24,0,2,0,8,OK
591,1.8274,111,295,111,111,0,0,0,0,5,2,3,1,0,23,1,0,2,0,0,OK
592,35.7193,230,2658,1994,230,1764,0,37,0,0,163,13,0,0,2,84,0,2,0,4,OK
593,2.398,117,470,117,117,0,0,0,0,9,3,0,1,0,12,2,0,3,0,5,OK
594,4.1055,131,533,240,131,109,0,0,0,2,4,7,1,0,3,6,0,2,0,6,OK
595,3.7445,117,471,117,117,0,0,0,0,1,7,1,6,2,6,2,0,6,0,27,OK
596,191.8074,160,11246,10896,211,10736,0,228,0,3,808,9,1,0,0,488,0,3,0,273,OK
597,9.8981,258,1121,411,258,153,0,4,0,3,5,4,1,0,11,5,0,2,0,6,OK
598,16.0153,116,1091,847,116,731,0,0,0,3,4,1,0,0,9,24,0,2,0,26,OK
599,59.3475,121,4404,4096,121,3975,0,1,0,2,88,1,2,0,6,79,0,3,0,58,OK
600,4.1157,127,472,226,127,99,0,1,0,7,2,5,3,0,3,2,0,7,0,9,OK
601,3.4958,123,504,123,123,0,0,0,0,12,2,0,3,0,14,0,0,5,0,6,OK
602,15.85,236,1407,488,236,252,0,7,0,1,14,2,1,0,9,3,0,2,0,39,OK
603,22.3445,131,1609,1277,131,1146,0,0,0,1,2,5,1,2,1,35,0,4,0,12,OK
604,9.6344,116,877,597,116,481,0,0,0,9,10,2,1,2,8,4,0,4,0,14,OK
605,2.1805,119,378,123,119,4,0,0,0,6,9,3,5,0,8,2,0,6,0,1,OK
606,3.1723,106,388,109,106,3,0,0,0,8,0,0,1,0,3,1,0,3,0,9,OK
607,6.5346,177,784,214,177,37,0,2,0,5,12,1,2,0,4,4,0,3,0,10,OK
608,2.3438,131,366,131,131,0,0,0,0,7,11,2,3,3,6,3,0,6,0,7,OK
609,2.106,98,338,98,98,0,0,0,0,2,0,2,3,0,3,0,0,3,0,9,OK
610,12.8357,144,971,668,144,524,0,11,0,4,5,0,2,0,9,48,0,4,0,4,OK
611,5.0802,122,493,251,122,129,0,7,0,2,1,3,2,0,3,4,0,3,0,0,OK
612,40.7169,119,2755,2514,119,2395,0,16,0,2,48,4,2,0,5,50,0,2,0,49,OK
613,4.1485,105,486,239,105,134,0,0,0,0,6,4,1,1,6,0,0,4,0,8,OK
614,3.1342,126,433,128,126,2,0,1,0,1,12,3,4,1,8,0,0,6,0,8,OK
615,2.6211,94,329,94,94,0,0,0,0,1,5,1,1,0,9,3,0,2,0,40,OK
616,2.7819,120,383,124,120,4,0,0,0,3,7,2,2,1,2,0,0,2,0,1,OK
617,200.0339,132,11980,11714,132,11582,0,93,0,8,1474,43,35,0,2,222,0,2,0,377,OK
618,4.2642,161,642,262,161,101,0,3,0,12,13,3,1,1,0,3,0,10,0,0,OK
619,50.4526,106,2782,2537,110,2431,0,52,0,4,1,11,0,0,11,72,0,2,0,331,OK
620,4.6707,108,462,237,108,129,0,0,0,3,4,2,2,1,2,1,0,3,0,7,OK
621,3.0005,134,435,140,134,6,0,8,0,2,7,1,0,1,3,0,0,2,0,5,OK
622,10.5376,156,918,534,156,378,0,2,0,2,10,6,2,2,10,6,0,4,0,11,OK
623,3.4939,90,348,90,90,0,0,0,0,5,5,0,1,2,12,0,0,4,0,3,OK
624,1.942,109,367,109,109,0,0,0,0,2,13,0,3,2,13,5,0,4,0,5,OK
625,2.7331,140,474,164,140,24,0,2,0,1,21,1,3,2,13,0,0,4,0,7,OK
626,2.9086,117,415,117,117,0,0,0,0,4,5,3,1,1,20,1,0,2,0,24,OK
627,50.4674,131,3221,2886,133,2755,0,4,2,1,44,2,1,0,4,184,0,2,0,224,OK
628,2.8204,134,477,134,134,0,0,6,0,2,5,2,1,0,4,0,0,4,0,21,OK
629,4.9858,106,435,207,106,101,0,5,0,2,6,5,0,2,1,1,0,4,0,16,OK
630,2.4668,112,394,112,112,0,0,0,0,1,3,1,4,2,8,1,0,6,0,5,OK
631,7.9625,103,761,506,103,403,0,0,0,4,6,0,0,0,6,3,0,2,0,16,OK
632,2.7183,109,451,112,109,3,0,0,0,1,15,1,2,1,4,1,0,3,0,42,OK
633,3.8466,121,535,193,121,72,0,5,0,9,16,2,0,0,10,0,0,2,0,0,OK
634,1.9075,106,342,106,106,0,0,0,0,3,0,1,2,2,1,4,0,4,0,8,OK
635,4.5221,123,607,250,123,127,0,0,0,5,20,1,2,0,6,9,0,2,0,9,OK
636,2.331,121,384,121,121,0,0,0,0,1,6,7,0,0,9,3,0,2,0,25,OK
637,7.9572,174,894,441,174,267,0,6,0,3,27,4,1,0,3,1,0,3,0,14,OK
638,51.0937,106,3519,3210,112,3104,0,16,0,0,53,18,0,11,15,124,0,2,0,32,OK
639,3.721,119,395,119,119,0,0,0,0,3,7,3,3,0,1,0,0,3,0,41,OK
640,3.4605,113,494,171,113,58,0,1,0,2,5,1,0,1,15,1,0,2,0,23,OK
641,3.4168,147,501,186,147,39,0,3,0,6,7,1,0,6,1,5,0,4,0,30,OK
642,2.3094,124,332,145,124,21,0,1,0,2,2,3,2,0,3,1,0,3,0,5,OK
643,2.5153,113,358,113,113,0,0,0,0,4,5,1,4,0,3,1,0,3,0,4,OK
644,4.3627,108,526,193,108,85,0,0,0,1,27,2,0,0,12,0,0,2,0,6,OK
645,3.7331,128,488,128,128,0,0,2,0,1,5,2,2,1,12,3,0,4,0,16,OK
646,2.0905,125,387,125,125,0,0,0,0,9,2,1,2,1,12,0,0,3,0,1,OK
647,3.068,117,441,171,117,54,0,0,0,6,4,1,1,0,0,1,0,2,0,2,OK
648,3.0432,111,373,111,111,0,0,0,0,3,10,1,3,2,4,1,0,2,0,10,OK
649,1.6378,109,307,109,109,0,0,0,0,5,7,3,3,0,0,1,0,3,0,5,OK
650,6.7981,137,671,461,137,324,0,3,0,6,0,2,4,2,1,5,0,4,0,0,OK
651,3.7312,125,468,158,125,33,0,0,0,2,7,3,2,0,1,1,0,3,0,25,OK
652,4.5319,110,486,330,110,220,0,1,0,1,10,1,2,0,1,6,0,2,0,5,OK
653,3.5803,105,456,200,105,95,0,1,0,3,3,0,0,0,6,0,0,2,0,35,OK
654,8.5157,129,803,503,129,374,0,14,0,9,22,3,1,6,2,5,0,6,0,2,OK
655,2.4734,103,403,103,103,0,0,0,0,3,4,0,2,1,10,1,0,5,0,7,OK
656,7.4874,128,818,497,128,369,0,0,0,2,59,6,1,0,7,4,0,2,0,16,OK
657,1.9151,137,362,144,137,7,0,2,0,2,6,4,1,2,5,3,0,6,0,9,OK
658,3.4129,127,547,267,127,140,0,0,0,4,14,3,2,0,9,1,0,2,0,23,OK
659,2.8791,95,435,95,95,0,0,0,0,3,6,0,1,0,13,3,0,3,0,51,OK
660,21.8868,148,1503,1120,148,972,0,74,0,3,83,2,0,0,7,5,0,2,0,14,OK
661,7.6897,115,786,566,115,451,0,0,0,0,18,2,2,1,4,7,0,2,0,15,OK
662,2.4656,103,389,103,103,0,0,0,0,7,4,0,2,0,12,1,0,2,0,3,OK
663,80.5922,115,5144,4891,157,4776,0,78,0,3,161,6,1,0,3,238,0,2,0,15,OK
664,22.2476,105,1493,1250,105,1145,0,5,0,3,59,5,1,1,3,47,0,2,0,60,OK
665,3.1942,121,452,121,121,0,0,0,0,1,18,1,1,0,12,2,0,2,0,4,OK
666,3.5437,124,497,199,124,75,0,1,0,2,5,3,1,1,6,0,0,4,0,3,OK
667,5.4271,140,602,277,140,137,0,4,0,1,4,0,2,0,11,1,0,4,0,21,OK
668,2.7707,111,425,111,111,0,0,0,0,2,0,1,4,2,12,1,0,5,0,24,OK
669,95.4291,140,7264,7022,140,6882,0,46,0,1,538,24,1,0,18,63,0,2,0,97,OK
670,2.0081,121,351,124,121,3,0,0,0,1,5,3,4,0,0,2,0,6,0,4,OK
671,3.6492,117,408,117,117,0,0,0,0,2,11,2,3,0,13,2,0,6,0,16,OK
672,30.7953,107,2101,1778,107,1671,0,42,0,5,25,2,1,0,11,15,0,2,0,21,OK
673,8.5699,118,842,517,118,399,0,0,0,5,6,8,0,0,7,1,0,2,0,20,OK
674,45.7123,122,2917,2640,122,2518,0,0,0,1,13,3,1,0,8,63,0,2,0,29,OK
675,5.0711,152,611,291,152,139,0,3,0,7,26,1,1,2,12,19,0,4,0,26,OK
676,50.7026,104,3412,3153,131,3049,0,0,0,2,128,1,0,0,2,4,0,2,0,357,OK
677,2.8248,107,455,107,107,0,0,0,0,1,2,3,4,1,16,0,0,2,0,19,OK
678,3.9154,101,485,101,101,0,0,0,0,4,2,0,1,0,19,1,0,4,0,20,OK
679,2.587,118,375,121,118,3,0,1,0,1,6,5,2,2,2,0,0,6,0,15,OK
680,2.7035,122,337,128,122,6,0,1,0,8,0,3,1,3,1,0,0,4,0,8,OK
681,1.8985,106,328,106,106,0,0,0,0,8,10,1,1,0,16,0,0,2,0,39,OK
682,10.1844,192,980,486,192,294,0,0,0,1,30,1,1,0,7,43,0,2,0,25,OK
683,4.3385,121,575,121,121,0,0,0,0,3,13,2,1,0,4,0,0,2,0,11,OK
684,2.8971,113,428,113,113,0,0,0,0,8,4,1,1,1,9,1,0,10,0,12,OK
685,2.4481,144,386,167,144,23,0,0,0,6,0,2,4,4,1,3,0,8,0,11,OK
686,11.488,280,1184,406,280,126,0,11,0,9,15,4,2,5,6,0,0,6,0,18,OK
687,16.4415,115,1283,1012,115,897,0,0,0,2,12,9,3,0,3,19,0,4,0,15,OK
688,2.2454,122,370,122,122,0,0,1,0,3,5,4,0,1,9,0,0,2,0,2,OK
689,5.5293,116,528,236,116,120,0,2,0,0,5,0,1,0,7,15,0,2,0,33,OK
690,2.6329,107,424,110,107,3,0,0,0,1,3,1,2,1,3,2,0,4,0,31,OK
691,6.1849,123,586,286,123,163,0,1,0,1,9,2,0,0,5,1,0,2,0,12,OK
692,7.6484,106,723,550,106,444,0,0,0,1,0,7,1,0,8,8,0,2,0,3,OK
693,12.9314,132,1335,983,132,851,0,30,0,4,80,5,0,0,4,0,0,2,0,25,OK
694,2.7822,126,408,145,126,19,0,0,0,4,12,1,1,2,3,1,0,10,0,1,OK
695,130.9014,213,6678,6052,554,5839,0,10,0,2,1041,5,1,5,3,369,0,4,0,2,OK
696,2.1785,109,354,133,109,24,0,0,0,3,4,1,1,1,6,0,0,3,0,1,OK
697,392.32,260,19813,19043,549,18783,0,187,0,30,3454,8,0,6,5,778,0,4,0,60,OK
698,3.4606,124,500,208,124,84,0,1,0,4,2,3,2,0,6,3,0,4,0,17,OK
699,7.3555,144,813,537,144,393,0,1,0,3,13,5,0,0,3,4,0,2,0,0,OK
700,3.9362,115,434,115,115,0,0,0,0,7,3,3,2,0,11,0,0,2,0,39,OK
701,101.701,117,5198,4962,209,4845,0,0,0,148,196,6,0,1,2,357,0,2,0,125,OK
702,2.4987,101,308,122,101,21,0,1,0,2,4,0,0,0,9,4,0,2,0,44,OK
703,2.3331,101,376,101,101,0,0,0,0,3,0,1,1,1,5,0,0,2,0,25,OK
704,2.7625,119,452,121,119,2,0,0,0,4,8,1,0,4,8,4,0,6,0,11,OK
705,30.876,118,2254,1994,155,1876,0,0,0,3,66,6,0,0,6,93,0,2,0,2,OK
706,2.3218,108,341,108,108,0,0,0,0,3,9,1,1,0,2,0,0,2,0,16,OK
707,4.8911,118,608,226,118,108,0,2,0,1,17,2,4,0,7,2,0,4,0,33,OK
708,2.3483,107,349,107,107,0,0,0,0,3,0,0,3,1,4,8,0,8,0,61,OK
709,4.0413,125,424,125,125,0,0,0,0,5,5,2,2,0,13,1,0,3,0,15,OK
710,2.1283,110,346,110,110,0,0,0,0,7,4,1,1,0,10,1,0,2,0,2,OK
711,37.8158,143,2441,2091,143,1948,0,17,0,3,21,9,1,0,8,152,0,2,0,20,OK
712,79.3392,135,5454,5152,135,5017,0,100,0,18,62,11,1,0,6,85,0,2,0,273,OK
713,2.9627,108,455,108,108,0,0,0,0,2,25,1,1,0,17,13,0,3,0,38,OK
714,2.619,103,374,103,103,0,0,0,0,4,9,3,1,0,6,0,0,2,0,7,OK
715,9.2123,140,871,614,140,474,0,16,0,2,11,4,0,3,5,2,0,6,0,2,OK
716,5.1613,121,674,409,121,288,0,0,0,10,6,3,0,0,3,0,0,2,0,13,OK
717,3.1555,96,452,96,96,0,0,0,0,2,7,1,0,0,19,1,0,2,0,71,OK
718,17.5329,146,1349,1044,146,898,0,0,0,0,3,6,0,1,6,48,0,10,0,38,OK
719,3.3258,121,430,121,121,0,0,0,0,3,8,2,2,1,7,0,0,3,0,41,OK
720,3.2552,117,362,117,117,0,0,0,0,5,3,4,0,0,0,0,0,2,0,48,OK
721,7.1375,121,814,523,121,402,0,3,0,3,11,2,2,0,10,1,0,3,0,157,OK
722,3.6837,138,534,138,138,0,0,0,0,10,0,1,2,14,18,12,0,6,0,70,OK
723,3.1723,129,419,151,129,22,0,0,0,6,13,2,3,1,2,9,0,8,0,4,OK
724,8.5816,121,877,577,121,456,0,0,0,4,12,1,3,1,11,1,0,4,0,4,OK
725,3.8555,122,457,223,122,101,0,6,0,1,6,2,0,0,1,1,0,2,0,1,OK
726,3.3722,113,507,113,113,0,0,0,0,0,9,1,2,0,8,0,0,3,0,5,OK
727,2.5146,125,365,131,125,6,0,0,0,6,3,2,0,1,1,1,0,4,0,5,OK
728,14.9441,114,1417,1071,114,957,0,0,0,11,43,1,1,0,8,6,0,2,0,13,OK
729,2.2408,127,379,127,127,0,0,0,0,12,2,0,1,1,1,0,0,3,0,2,OK
730,2.1722,106,372,106,106,0,0,0,0,2,16,1,1,0,2,0,0,2,0,6,OK
731,3.9356,121,473,121,121,0,0,0,0,2,4,0,2,11,9,11,0,6,0,0,OK
732,4.5888,148,539,258,148,110,0,3,0,2,6,3,1,2,5,0,0,4,0,6,OK
733,3.0678,113,454,113,113,0,0,0,0,1,5,0,2,1,9,0,0,4,0,53,OK
734,3.144,104,291,104,104,0,0,0,0,2,0,1,3,1,12,0,0,2,0,3,OK
735,4.2195,146,582,146,146,0,0,0,0,10,13,1,3,6,14,6,0,10,0,4,OK
736,4.7928,126,620,253,126,127,0,0,0,8,8,0,3,1,8,8,0,3,0,10,OK
737,60.1649,124,3867,3582,124,3458,0,7,0,0,34,5,2,0,9,55,0,2,0,30,OK
738,1.5335,115,329,121,115,6,0,0,0,3,3,0,2,0,3,0,0,4,0,11,OK
739,381.7482,231,21191,20584,521,20353,0,101,0,37,2479,10,2,0,10,994,0,3,0,300,OK
740,2.5762,129,448,129,129,0,0,2,0,3,0,3,0,3,6,2,0,6,0,16,OK
741,6.7696,113,871,498,113,385,0,0,0,7,6,4,3,0,16,5,0,4,0,18,OK
742,2.1507,116,351,116,116,0,0,0,0,7,7,0,1,2,1,0,0,4,0,5,OK
743,5.0199,115,485,223,115,108,0,9,0,1,8,1,0,0,4,0,0,2,0,15,OK
744,2.8999,100,410,100,100,0,0,0,0,2,1,0,1,1,15,8,0,4,0,57,OK
745,27.6527,179,2309,1921,179,1742,0,31,0,2,25,3,0,0,4,52,0,2,0,34,OK
746,2.4166,104,376,104,104,0,0,0,0,0,0,3,3,0,8,3,0,4,0,3,OK
747,16.993,135,464,200,135,65,0,5,0,0,15,2,3,0,10,0,0,3,0,7,OK
748,3.01,108,410,108,108,0,0,0,0,7,6,1,0,0,7,0,0,2,0,10,OK
749,4.3564,165,587,274,165,109,0,18,0,2,5,6,0,0,2,3,0,2,0,11,OK
750,3.6295,111,395,111,111,0,0,0,0,2,5,1,3,0,14,2,0,3,0,10,OK
751,2.9601,109,433,124,109,15,0,1,0,1,11,0,1,2,14,2,0,8,0,12,OK
752,3.548,116,484,214,116,98,0,0,0,2,3,6,1,1,10,3,0,2,0,10,OK
753,4.3611,152,584,152,152,0,0,1,0,0,29,4,3,1,8,1,0,4,0,18,OK
754,2.5862,117,422,117,117,0,0,0,0,7,4,2,0,2,13,0,0,2,0,14,OK
755,2.5604,116,414,119,116,3,0,0,0,1,17,1,4,1,6,0,0,4,0,13,OK
756,5.7036,189,781,189,189,0,0,2,0,1,40,2,2,0,7,0,0,2,0,12,OK
757,2.6539,131,423,131,131,0,0,2,0,7,6,5,1,0,1,0,0,2,0,10,OK
758,3.0123,109,383,109,109,0,0,0,0,7,6,1,0,0,10,0,0,2,0,22,OK
759,1.7253,106,344,106,106,0,0,0,0,11,2,0,3,0,6,2,0,4,0,6,OK
760,2.4038,111,356,111,111,0,0,0,0,7,4,1,0,0,14,0,0,2,0,1,OK
761,2.9357,116,396,146,116,30,0,2,0,5,7,2,1,0,2,2,0,2,0,4,OK
762,9.8628,111,941,609,111,498,0,0,0,2,27,2,2,0,8,3,0,3,0,57,OK
763,2.6211,114,382,114,114,0,0,0,0,4,3,0,1,1,15,4,0,6,0,6,OK
764,6.5766,149,623,243,149,94,0,11,0,1,12,5,2,0,7,3,0,3,0,4,OK
765,3.3369,110,350,110,110,0,0,0,0,3,0,3,0,0,8,0,0,2,0,9,OK
766,3.8149,114,370,148,114,34,0,0,0,1,0,4,1,2,3,4,0,4,0,6,OK
767,3.7336,105,432,105,105,0,0,0,0,1,5,1,0,0,14,0,0,2,0,5,OK
768,4.8499,114,537,212,114,98,0,0,0,6,3,0,1,0,4,0,0,2,0,71,OK
769,4.3666,116,360,116,116,0,0,0,0,2,3,2,1,0,1,2,0,2,0,27,OK
770,4.3081,131,418,165,131,34,0,1,0,3,3,4,2,1,0,0,0,6,0,18,OK
771,2.6312,118,344,118,118,0,0,0,0,4,2,1,3,0,5,0,0,3,0,17,OK
772,3.0796,114,486,118,114,4,0,0,0,7,7,0,2,0,2,1,0,3,0,7,OK
773,2.5862,119,438,151,119,32,0,0,0,1,11,1,0,3,3,4,0,8,0,15,OK
774,2.9837,110,357,112,110,2,0,0,0,7,0,0,2,0,8,2,0,3,0,1,OK
775,3.0336,108,416,134,108,26,0,0,0,1,4,3,1,2,9,0,0,2,0,26,OK
776,2.7502,116,382,141,116,25,0,5,0,1,3,1,0,0,1,1,0,2,0,38,OK
777,5.5172,111,499,111,111,0,0,0,0,1,7,1,4,0,18,0,0,5,0,89,OK
778,4.0297,118,410,121,118,3,0,0,0,6,0,3,1,0,10,9,0,2,0,51,OK
779,17.1854,115,1177,908,115,793,0,0,0,4,30,1,1,1,14,42,0,2,0,11,OK
780,2.3796,118,382,118,118,0,0,0,0,2,6,2,1,0,5,2,0,5,0,34,OK
781,4.1502,123,476,158,123,35,0,0,0,3,6,4,0,2,4,6,0,4,0,26,OK
782,2.801,117,413,117,117,0,0,0,0,2,3,2,4,1,2,0,0,4,0,18,OK
783,3.9414,150,414,156,150,6,0,5,0,2,11,2,0,2,1,0,0,4,0,9,OK
784,3.8826,127,384,127,127,0,0,0,0,6,3,0,1,4,5,0,0,4,0,3,OK
785,505.7749,150,26807,26512,153,26362,0,81,0,38,853,38,0,0,17,1701,0,2,0,759,OK
786,26.8051,137,1940,1508,137,1371,0,14,0,6,14,6,2,3,16,53,0,4,0,12,OK
787,3.1243,109,418,109,109,0,0,0,0,7,8,7,4,0,10,8,0,2,0,0,OK
788,10.6566,146,978,645,146,499,0,1,0,5,26,2,0,0,10,1,0,2,0,5,OK
789,3.4168,133,446,133,133,0,0,0,0,7,4,4,2,0,12,0,0,4,0,3,OK
790,2.9374,124,406,124,124,0,0,1,0,0,4,1,1,2,8,2,0,4,0,4,OK
791,1.5747,114,316,114,114,0,0,0,0,5,0,2,1,0,22,3,0,2,0,5,OK
792,16.111,151,1395,994,151,843,0,13,0,1,67,2,1,4,13,18,0,8,0,5,OK
793,5.5243,117,586,316,117,199,0,1,0,3,10,0,2,0,6,5,0,2,0,2,OK
794,3.0717,131,406,131,131,0,0,0,0,5,2,2,1,0,23,5,0,2,0,3,OK
795,7.1704,145,818,488,145,343,0,0,0,2,45,1,1,0,1,13,0,2,0,24,OK
796,7.0273,136,708,441,136,305,0,7,0,0,8,3,1,0,3,2,0,7,0,38,OK
797,5.7768,109,646,353,109,244,0,0,0,3,3,2,0,2,4,0,0,4,0,30,OK
798,32.3409,122,2525,2184,122,2062,0,48,0,2,12,8,1,4,3,21,0,6,0,6,OK
799,5.4446,104,423,104,104,0,0,0,0,2,4,3,0,1,29,2,0,2,0,40,OK
800,26.5781,260,2211,1522,260,1262,0,28,0,2,13,11,1,0,0,1,0,2,0,19,OK
801,3.9045,157,556,157,157,0,0,2,0,2,8,8,3,2,2,4,0,8,0,13,OK
802,4.1263,107,479,107,107,0,0,0,0,9,4,3,3,0,9,0,0,3,0,94,OK
803,2.9216,128,393,128,128,0,0,1,0,3,10,3,4,0,6,4,0,3,0,9,OK
804,4.3024,113,506,235,113,122,0,7,0,2,0,2,0,0,7,0,0,2,0,12,OK
805,4.4967,127,598,269,127,142,0,0,0,7,6,1,0,2,9,6,0,4,0,2,OK
806,2.7093,115,352,137,115,22,0,0,0,4,3,0,1,1,5,1,0,4,0,1,OK
807,2.4031,121,392,121,121,0,0,0,0,3,3,4,2,1,6,0,0,4,0,14,OK
808,29.9771,104,2435,2234,104,2130,0,24,0,8,14,7,4,0,4,31,0,4,0,95,OK
809,2.5036,110,364,110,110,0,0,0,0,5,2,0,2,1,5,1,0,10,0,2,OK
810,3.1052,120,457,120,120,0,0,0,0,6,1,1,2,5,6,2,0,8,0,4,OK
811,3.5186,117,363,117,117,0,0,1,0,5,15,1,1,0,1,0,0,2,0,6,OK
812,4.819,145,549,145,145,0,0,0,0,2,23,4,2,2,3,5,0,8,0,0,OK
813,2.4191,104,331,104,104,0,0,0,0,6,6,1,0,0,1,4,0,2,0,1,OK
814,1.9446,101,367,105,101,4,0,0,0,3,14,2,1,0,6,0,0,2,0,3,OK
815,1.7332,111,298,111,111,0,0,0,0,6,3,1,0,1,2,0,0,2,0,25,OK
816,11.8995,108,902,695,108,587,0,20,0,3,44,1,0,0,0,0,0,2,0,33,OK
817,2.2043,128,356,132,128,4,0,0,0,8,0,1,1,1,2,6,0,4,0,1,OK
818,2.9777,112,374,112,112,0,0,0,0,4,4,3,1,0,2,0,0,2,0,26,OK
819,5.8784,114,585,319,114,205,0,12,0,0,5,2,2,0,7,3,0,2,0,56,OK
820,3.336,109,409,109,109,0,0,0,0,1,4,1,1,1,10,0,0,6,0,14,OK
821,2.3766,121,380,121,121,0,0,0,0,1,5,3,2,3,4,2,0,4,0,12,OK
822,4.1902,138,556,176,138,38,0,0,0,1,23,2,0,0,2,1,0,2,0,22,OK
823,2.3829,116,380,116,116,0,0,4,0,1,0,1,0,1,4,0,0,2,0,10,OK
824,3.2189,118,467,125,118,7,0,0,0,2,2,2,3,0,16,1,0,6,0,1,OK
825,1.7744,96,299,96,96,0,0,0,0,4,6,0,2,4,6,2,0,4,0,1,OK
826,3.3037,113,406,113,113,0,0,0,0,5,3,1,2,2,13,1,0,4,0,5,OK
827,3.2195,139,473,169,139,30,0,3,2,4,11,3,0,0,1,2,0,2,0,24,OK
828,3.1279,127,479,127,127,0,0,2,0,4,7,2,1,0,2,1,0,2,0,9,OK
829,9.9657,142,955,621,142,479,0,4,0,9,14,6,1,0,2,3,0,2,0,61,OK
830,3.5322,102,403,102,102,0,0,0,0,3,1,0,2,0,16,1,0,3,0,31,OK
831,2.4828,118,420,118,118,0,0,0,0,1,5,0,3,0,12,2,0,3,0,10,OK
832,2.0759,108,394,108,108,0,0,0,0,0,2,0,2,0,4,13,0,4,0,15,OK
833,2.7873,113,390,113,113,0,0,0,0,5,0,2,0,0,3,2,0,2,0,3,OK
834,4.8751,113,603,318,113,205,0,0,0,3,15,2,2,0,7,6,0,5,0,21,OK
835,5.7927,130,639,412,130,282,0,4,0,5,3,8,3,0,1,2,0,4,0,16,OK
836,3.4954,98,451,98,98,0,0,0,0,1,0,0,3,3,14,0,0,4,0,24,OK
837,2.5447,116,356,116,116,0,0,0,0,4,2,0,4,2,5,1,0,6,0,5,OK
838,6.1294,153,731,238,153,85,0,0,0,3,4,4,0,6,10,12,0,8,0,36,OK
839,10.5855,274,1197,371,274,97,0,6,0,7,30,2,2,0,5,1,0,3,0,16,OK
840,2.6452,98,354,98,98,0,0,0,0,7,7,0,1,0,10,1,0,2,0,2,OK
841,2.5584,118,314,120,118,2,0,0,0,4,4,2,2,0,2,0,0,3,0,8,OK
842,2.5132,115,347,130,115,15,0,0,0,9,1,0,2,0,6,0,0,2,0,11,OK
843,2.0276,108,310,108,108,0,0,0,0,1,3,3,3,1,13,6,0,3,0,14,OK
844,2.1644,116,343,116,116,0,0,0,0,4,9,1,1,2,8,0,0,4,0,0,OK
845,3.2775,112,454,201,112,89,0,0,0,4,0,3,4,0,9,1,0,5,0,23,OK
846,53.8432,141,1753,1360,141,1219,0,15,0,6,18,0,0,1,8,11,0,4,0,34,OK
